custno,xcoord,ycoord,edgeid,qty,volume,weight,sos,frequency,BEF_MON,BEF_TUE,BEF_WED,BEF_THU,BEF_FRI,BEF_SAT,BEF_SUN,dowcd,dowlockcd,wccd_flag,material_typ,clusterid,dataset_id
4506207,-86.139077,39.835715,1365774833,1,4.0,212.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506208,-86.13596,39.836213,1233813898,6,48.0,2544.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506209,-86.136406,39.835029,1278645790,1,6.0,318.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506236,-86.047437,39.908885,1279171298,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506240,-85.975475,39.862864,1050658521,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506267,-86.047639,39.890095,1279034720,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506268,-86.046117,39.910897,1279169343,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
4506269,-86.046125,39.910939,1279169343,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
4506270,-86.123279,39.849654,1278818777,1,2.0,106.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506297,-86.100864,39.909428,125144429,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506299,-86.039615,39.921054,1279153436,1,10.0,530.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506300,-86.146841,39.864436,1278823133,1,3.0,159.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506301,-86.126693,39.849846,1278818774,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506302,-86.044753,39.858486,19465960,18,72.0,3816.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506304,-85.990739,39.830671,1329074463,5,20.0,1060.0,1,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
4506305,-85.988601,39.830877,108749206,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
4506328,-86.051102,39.903411,1228422002,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506329,-86.055608,39.907285,1050517693,1,2.0,106.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506333,-85.958758,39.900298,1197312415,1,4.0,212.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506335,-86.018957,39.854138,1197512931,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506336,-86.027387,39.826551,1279234523,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506359,-86.038448,39.904072,1196493288,1,10.0,530.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506360,-86.047502,39.896775,1279084317,2,12.0,636.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506362,-86.142447,39.868218,1278667894,1,3.0,159.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506363,-86.120152,39.840707,755953071,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506369,-86.026774,39.843297,125147268,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506391,-86.043179,39.888596,1279065885,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506394,-86.146344,39.851059,1278780322,1,4.0,212.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506397,-85.956869,39.872887,1279238929,1,4.0,212.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506425,-86.050197,39.837631,19468707,5,40.0,2120.0,1,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
4506426,-85.969347,39.862588,1293451735,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
4506428,-86.020863,39.85428,1197512931,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506429,-86.027642,39.843558,709741323,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506451,-86.040291,39.909988,1279093979,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506454,-86.13413,39.869072,1196915919,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506455,-86.130458,39.854586,1279096229,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506456,-86.117185,39.844609,19467576,2,16.0,848.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506482,-86.051003,39.906301,1279163826,2,16.0,848.0,2,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
4506485,-86.124486,39.846984,1296698746,4,16.0,848.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506488,-86.023114,39.836417,1050236680,1,8.0,424.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506517,-86.11856,39.850353,1278815860,1,10.0,800.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506519,-86.093793,39.869061,1196401395,1,6.0,318.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506520,-85.986715,39.89645,1279248867,1,10.0,530.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506521,-86.003588,39.870113,1350717489,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506544,-86.053079,39.901366,1279144558,1,3.0,159.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506545,-86.052592,39.901159,1279144535,1,6.0,318.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506547,-86.141704,39.83904,19468830,1,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506548,-86.126019,39.845671,1228428058,1,10.0,530.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506549,-86.065328,39.840818,1279092708,1,6.0,318.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506577,-86.151536,39.85758,1278604462,2,8.0,424.0,1,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506581,-85.987708,39.8625,1293451677,1,4.0,212.0,2,3,1,0,1,0,1,0,0,A,0,0,1,0,1042199
4506583,-86.001839,39.836741,19469097,18,144.0,7632.0,1,3,1,0,1,0,1,0,0,A,1,0,1,0,1042199
